symbol,FullName,Exchange,ISIN,Currency,Country
I93A.F,INDORAMA VENT.-NVDR- BA 1,Frankfurt (FWB),TH1027010R10,EUR,Germany
I94.F,COVEO SOLUTIONS (SUB.VT.),Frankfurt (FWB),CA22289D1078,EUR,Germany
I970.F,XALI GOLD CORP.ORP.,Frankfurt (FWB),CA98387F1036,EUR,Germany
I9C.F,AMBER INT. HLD.ADR/5 A,Frankfurt (FWB),US45113Y2037,EUR,Germany
I9DN.F,ARBUTUS BIOPHARMA,Frankfurt (FWB),CA03879J1003,EUR,Germany
I9E.F,XIAMEN JIHONG CO. H YC 1,Frankfurt (FWB),CNE100006XV0,EUR,Germany
I9G.F,FIRST NATL CORP. CMT-CAP,Frankfurt (FWB),US32106V1070,EUR,Germany
I9I.F,RED CANYON RES. LTD  O.N.,Frankfurt (FWB),CA75645A1003,EUR,Germany
I9T1.F,INTERMAP TECHS CORP.,Frankfurt (FWB),CA4589774021,EUR,Germany
IA2.F,GLACIER MEDIA INC.,Frankfurt (FWB),CA3763941026,EUR,Germany
IA4.F,YAKKYO S.P.A.        O.N.,Frankfurt (FWB),IT0005573966,EUR,Germany
IA6.F,"BEEWIZE S.P.A.     EO-,50",Frankfurt (FWB),IT0001487047,EUR,Germany
IAH0.F,ILC CRITICAL MIN. O.N.,Frankfurt (FWB),CA44967J1075,EUR,Germany
IAL.F,IAMGOLD CORP.,Frankfurt (FWB),CA4509131088,EUR,Germany
IB4.F,INTL BANCSHARES      DL 1,Frankfurt (FWB),US4590441030,EUR,Germany
IB5A.F,CTF MEDIA + ENTERTAINMENT,Frankfurt (FWB),HK1097008929,EUR,Germany
IB7.F,IBEX LTD,Frankfurt (FWB),BMG4690M1010,EUR,Germany
IBE1.F,"IBERDROLA INH.    EO -,75",Frankfurt (FWB),ES0144580Y14,EUR,Germany
IBE5.F,IBERDROLA ADR/1 EO 3,Frankfurt (FWB),US4507371015,EUR,Germany
IBG.F,"IBERP.GESTION INH.EO 0,60",Frankfurt (FWB),ES0147561015,EUR,Germany
IBI.F,IBIDEN CO.LTD,Frankfurt (FWB),JP3148800000,EUR,Germany
IBI0.F,IBIDEN CO.UNSP.ADR/4 O.N.,Frankfurt (FWB),US45107P1012,EUR,Germany
IBM.F,"INTL BUS. MACH.    DL-,20",Frankfurt (FWB),US4592001014,EUR,Germany
IBM0.F,IBM CDR,Frankfurt (FWB),CA45921J1093,EUR,Germany
IBN0.F,"CALEDON.HLDGS   LS-,01",Frankfurt (FWB),GB00BW9JXM40,EUR,Germany
IBU.F,IBU-TEC ADV.MATER. INH.ON,Frankfurt (FWB),DE000A0XYHT5,EUR,Germany
IC1B.F,INTERCONT.HOT.G.N.ADR,Frankfurt (FWB),US45857P8068,EUR,Germany
IC1H.F,"INTERCONT.H.LS-,208521303",Frankfurt (FWB),GB00BHJYC057,EUR,Germany
IC2.F,INTERCONTINENTAL EXCH.INC,Frankfurt (FWB),US45866F1049,EUR,Germany
IC5.F,YAMASHIN-FILTER CORP.,Frankfurt (FWB),JP3936600000,EUR,Germany
IC6.F,LEMON SISTEMI S.P.A. O.N.,Frankfurt (FWB),IT0005573438,EUR,Germany
IC7.F,"ICU MEDICAL INC.   DL-,10",Frankfurt (FWB),US44930G1076,EUR,Germany
ICA.F,ORICA LTD.,Frankfurt (FWB),AU000000ORI1,EUR,Germany
ICBA.F,ICICI BANK LTD ADR/2,Frankfurt (FWB),US45104G1040,EUR,Germany
ICD.F,SOCFINAF S.A.,Frankfurt (FWB),LU0056569402,EUR,Germany
ICHA.F,EVERCHINA INT.HDGS.,Frankfurt (FWB),HK0000062734,EUR,Germany
ICK.F,IND.+COMM.BK CHINA H YC 1,Frankfurt (FWB),CNE1000003G1,EUR,Germany
ICKB.F,IND.+COMM.BK CHINA ADR/20,Frankfurt (FWB),US4558071076,EUR,Germany
ICL.F,CELL IMPACT AB,Frankfurt (FWB),SE0025940513,EUR,Germany
ICP.F,UNIT. ECO SOLUTIONS AG ON,Frankfurt (FWB),DE000A1R1C81,EUR,Germany
ICQ.F,INVISIO AB           SK 1,Frankfurt (FWB),SE0001200015,EUR,Germany
ICY.F,"INCYTE            DL-,001",Frankfurt (FWB),US45337C1027,EUR,Germany
ID2.F,ART'S-WAY MFG CO.LTD,Frankfurt (FWB),US0431681032,EUR,Germany
ID4.F,RECYCLICO BATTERY MATER.,Frankfurt (FWB),CA75629Y1088,EUR,Germany
ID6.F,"INNODATA INC.     DL -,01",Frankfurt (FWB),US4576422053,EUR,Germany
ID7.F,"IDEX CORP.         DL-,01",Frankfurt (FWB),US45167R1041,EUR,Germany
ID8.F,SLIDE IN.HLDGS O.N.,Frankfurt (FWB),US8313491057,EUR,Germany
ID9.F,HELLOWORLD TRAVEL LTD.,Frankfurt (FWB),AU000000HLO6,EUR,Germany
IDA.F,"INDRA SISTEMAS INH.EO 0,2",Frankfurt (FWB),ES0118594417,EUR,Germany
IDC2.F,"IDT CORP. B NEW    DL-,01",Frankfurt (FWB),US4489475073,EUR,Germany
IDD.F,"INNATE PHARMA     EO -,05",Frankfurt (FWB),FR0010331421,EUR,Germany
IDDA.F,INNATE PHARMA SP.ADR/1,Frankfurt (FWB),US45781K2042,EUR,Germany
IDE.F,"ACCESS NEWSWIRE    DL-,01",Frankfurt (FWB),US46520M2044,EUR,Germany
IDF.F,"ABERDEEN INDIA FD.DL-,001",Frankfurt (FWB),US4540891037,EUR,Germany
IDG.F,IMDEX LTD,Frankfurt (FWB),AU000000IMD5,EUR,Germany
IDI.F,"INTERDIGITAL (PA.) DL-,01",Frankfurt (FWB),US45867G1013,EUR,Germany
IDJ.F,IDACORP INC.,Frankfurt (FWB),US4511071064,EUR,Germany
IDO1.F,PT INDOSAT TBK,Frankfurt (FWB),ID1000097405,EUR,Germany
IDP.F,"BIOGEN INC. DL -,0005",Frankfurt (FWB),US09062X1037,EUR,Germany
IDV1.F,INDUSTRIV. C,Frankfurt (FWB),SE0000107203,EUR,Germany
IDVA.F,INDUSTRIV. A FR.,Frankfurt (FWB),SE0000190126,EUR,Germany
IDZ.F,IGO LTD.,Frankfurt (FWB),AU000000IGO4,EUR,Germany
IDZ1.F,IGO LTD          SP.ADR/2,Frankfurt (FWB),US44959T1051,EUR,Germany
IE2A.F,INTERNET THAIL.-FGN- BA 1,Frankfurt (FWB),TH0662010014,EUR,Germany
IE6B.F,"SUPPLY ME CAP. LS -,00002",Frankfurt (FWB),GB00BFMDJC60,EUR,Germany
IEA.F,"INFORMA PLC       LS-,001",Frankfurt (FWB),GB00BMJ6DW54,EUR,Germany
IEE.F,INFRATIL LTD.,Frankfurt (FWB),NZIFTE0003S3,EUR,Germany
IEI.F,"INSIGHT ENTERPR.   DL-,01",Frankfurt (FWB),US45765U1034,EUR,Germany
IES.F,INTESA SANPAOLO,Frankfurt (FWB),IT0000072618,EUR,Germany
IESJ.F,INTESA SANPAOLO   ADR/6,Frankfurt (FWB),US46115H1077,EUR,Germany
IF0.F,"INFLARX N.V.   EO 0,12",Frankfurt (FWB),NL0012661870,EUR,Germany
IF6N.F,"INTERFACE INC.     DL-,10",Frankfurt (FWB),US4586653044,EUR,Germany
IF7.F,"IOFINA PLC        LS -,01",Frankfurt (FWB),GB00B2QL5C79,EUR,Germany
IF81.F,IMMOBILIARE GR. DISTR.,Frankfurt (FWB),IT0005322612,EUR,Germany
IFF.F,"INTL FLAVORS/FRAG.DL-,125",Frankfurt (FWB),US4595061015,EUR,Germany
IFG.F,ATARI S.A.        EO 2,Frankfurt (FWB),FR00140173Y6,EUR,Germany
IFS.F,INFAS HLDG AG  O.N.,Frankfurt (FWB),DE0006097108,EUR,Germany
IFX.F,INFINEON TECH.AG NA O.N.,Frankfurt (FWB),DE0006231004,EUR,Germany
IFXA.F,INFINEON TECHNOLOGIES ADR,Frankfurt (FWB),US45662N1037,EUR,Germany
IFZ.F,INFICON HLDG ADR 1/100,Frankfurt (FWB),US45663T2087,EUR,Germany
IFZ0.F,"INFICON HLDG AG NA SF 0,5",Frankfurt (FWB),CH1431598916,EUR,Germany
IG0.F,IND.CHIM.FORE.S.P.A. EO 1,Frankfurt (FWB),IT0005416281,EUR,Germany
IG7.F,MEMPHASYS LTD,Frankfurt (FWB),AU000000MEM5,EUR,Germany
IGQ.F,3I GROUP PLC ADR 1/4,Frankfurt (FWB),US88579N1054,EUR,Germany
IGQ5.F,"3I GROUP PLC   LS-,738636",Frankfurt (FWB),GB00B1YW4409,EUR,Germany
IGS1.F,"IGC PHARMA INC.   DL -,01",Frankfurt (FWB),US45408X3089,EUR,Germany
IGV.F,IGNITIS GRUPE  SP.GDR/1,Frankfurt (FWB),US66981G2075,EUR,Germany
IGV0.F,"IGNITIS GRUPE AB EO 22,33",Frankfurt (FWB),LT0000115768,EUR,Germany
IGX.F,"INGEVITY CORP.     DL-,01",Frankfurt (FWB),US45688C1071,EUR,Germany
IH1.F,INGHAMS GROUP LTD. O.N.,Frankfurt (FWB),AU000000ING6,EUR,Germany
IH9.F,TITAN AMERICA,Frankfurt (FWB),BE6360403164,EUR,Germany
IHB1.F,DEVELOP GLOBAL LTD.,Frankfurt (FWB),AU0000179707,EUR,Germany
IHCB.F,"SBM OFFSHORE N.V.  EO-,25",Frankfurt (FWB),NL0000360618,EUR,Germany
IHF.F,"SAFESTORE HLDGS    LS-,01",Frankfurt (FWB),GB00B1N7Z094,EUR,Germany
IHF0.F,SAFESTORE HLD.UNSP.ADR/2,Frankfurt (FWB),US7864552044,EUR,Germany
IHJN.F,"VZ HOLDING AG NA. SF -,05",Frankfurt (FWB),CH0528751586,EUR,Germany
IHP.F,"DINE BRANDS GL.INC.DL-,01",Frankfurt (FWB),US2544231069,EUR,Germany
II2.F,"INSPIREMD 1/18 DL-,0001",Frankfurt (FWB),US45779A8466,EUR,Germany
II6.F,ENITY HOLDING AB     O.N.,Frankfurt (FWB),SE0025011554,EUR,Germany
II8.F,ENDO LIGHTING CORP.,Frankfurt (FWB),JP3169600008,EUR,Germany
IIJ.F,INTERNET IN.JP.ADR 1 ON,Frankfurt (FWB),US46059T1097,EUR,Germany
IIO.F,IIDA GROUP HLDGS CO.,Frankfurt (FWB),JP3131090007,EUR,Germany
IIT.F,"CSP ITL FASHION GP EO-,52",Frankfurt (FWB),IT0001127874,EUR,Germany
IJ6.F,"AVAX SA NAM.      EO 0,30",Frankfurt (FWB),GRS213213002,EUR,Germany
IJ7.F,"ITV PLC           LS -,10",Frankfurt (FWB),GB0033986497,EUR,Germany
IJ70.F,"ITV PLC UNSP.ADR/10LS-,10",Frankfurt (FWB),US45069P1075,EUR,Germany
IJ8.F,"ITM POWER PLC      LS-,05",Frankfurt (FWB),GB00B0130H42,EUR,Germany
IJA2.F,REVOLUGROUP CANADA INC,Frankfurt (FWB),CA76156R1029,EUR,Germany
IJCA.F,"INCHCAPE PLC      LS -,10",Frankfurt (FWB),GB00B61TVQ02,EUR,Germany
IJF.F,"ICON PLC           EO-,06",Frankfurt (FWB),IE0005711209,EUR,Germany
IJU.F,"INTRUM AB          SK-,02",Frankfurt (FWB),SE0000936478,EUR,Germany
IJX.F,VASTNED BELGIUM S.A.,Frankfurt (FWB),BE0003754687,EUR,Germany
IK1.F,"DRAFTKINGS INC. A  -,0001",Frankfurt (FWB),US26142V1052,EUR,Germany
IKAP.F,AURINIA PHARMACEUT.,Frankfurt (FWB),CA05156V1022,EUR,Germany
IKF.F,CHINA SHENHUA EN. H  YC 1,Frankfurt (FWB),CNE1000002R0,EUR,Germany
IKFC.F,CHINA SHENHUA EN.A  ADR/4,Frankfurt (FWB),US16942A3023,EUR,Germany
IKL.F,IMPACT SILVER CORP.,Frankfurt (FWB),CA45257A1021,EUR,Germany
IKP.F,PT INDAH KIAT     RP 1000,Frankfurt (FWB),ID1000062201,EUR,Germany
IL0A.F,"PERMAN.TSB G.HLDG. EO-,50",Frankfurt (FWB),IE00BWB8X525,EUR,Germany
IL3.F,"INTEGR.LIFES.HLDGS DL-,01",Frankfurt (FWB),US4579852082,EUR,Germany
IL8.F,IT LINK SA,Frankfurt (FWB),FR0000072597,EUR,Germany
ILA.F,IMUGENE LTD.,Frankfurt (FWB),AU000000IMU9,EUR,Germany
ILM1.F,MEDIOS AG  O.N.,Frankfurt (FWB),DE000A1MMCC8,EUR,Germany
ILT.F,ILL. TOOL WKS,Frankfurt (FWB),US4523081093,EUR,Germany
ILU.F,"ILLUMINA INC.      DL-,01",Frankfurt (FWB),US4523271090,EUR,Germany
ILZ.F,ILUKA RES,Frankfurt (FWB),AU000000ILU1,EUR,Germany
IM11.F,"IMPLANET SA       EO 0,01",Frankfurt (FWB),FR0013470168,EUR,Germany
IM4.F,IMC S.A.,Frankfurt (FWB),LU0607203980,EUR,Germany
IM50.F,WESTWARD GOLD INC.,Frankfurt (FWB),CA9616821018,EUR,Germany
IM8N.F,"INSMED INC.        DL-,01",Frankfurt (FWB),US4576693075,EUR,Germany
IMA.F,IMAX CORP.,Frankfurt (FWB),CA45245E1097,EUR,Germany
IMC.F,INOMIN MINES INC,Frankfurt (FWB),CA45782J1075,EUR,Germany
IMI.F,IMI PLC UNSP.ADR/1 O.N.,Frankfurt (FWB),US44969D3061,EUR,Germany
IMI1.F,"IMI PLC          LS-,2857",Frankfurt (FWB),GB00BGLP8L22,EUR,Germany
IMK.F,"IMAX CHINA HLDG HD -,0001",Frankfurt (FWB),KYG476341030,EUR,Germany
IMO1.F,CPI EUROPE AG INH.,Frankfurt (FWB),AT0000A21KS2,EUR,Germany
IMP.F,IMP. OIL,Frankfurt (FWB),CA4530384086,EUR,Germany
IMR.F,"AC IMMUNE SA       SF-,02",Frankfurt (FWB),CH0329023102,EUR,Germany
IMT1.F,GREENFI. FOR.PROD.INC.NEW,Frankfurt (FWB),CA39526C1068,EUR,Germany
IMV.F,"IMMERSION CORP.   DL-,001",Frankfurt (FWB),US4525211078,EUR,Germany
IMW.F,"4IMPRINT GRP     LS-,3846",Frankfurt (FWB),GB0006640972,EUR,Germany
IMY.F,IMMSI S.P.A.,Frankfurt (FWB),IT0001413837,EUR,Germany
IN3A.F,"INGLES MARKETS A   DL-,05",Frankfurt (FWB),US4570301048,EUR,Germany
IN9.F,"INTEST CORP.       DL-,01",Frankfurt (FWB),US4611471008,EUR,Germany
INE0.F,NOBLE PLAINS URANIUM,Frankfurt (FWB),CA65510H1082,EUR,Germany
INFA.F,SCIDEV LTD. O.N.,Frankfurt (FWB),AU000000SDV5,EUR,Germany
INH.F,INDUS HOLDING AG,Frankfurt (FWB),DE0006200108,EUR,Germany
INL.F,"INTEL CORP.       DL-,001",Frankfurt (FWB),US4581401001,EUR,Germany
INL0.F,"INTEL CORP. CDR   DL-,001",Frankfurt (FWB),CA45828A1021,EUR,Germany
INL1.F,"INTEL CDR HEDG. DL -,001",Frankfurt (FWB),CA45790N1087,EUR,Germany
INN.F,ING GROEP CDR,Frankfurt (FWB),CA4569421015,EUR,Germany
INN0.F,ING GROEP CDR HED.REG.S,Frankfurt (FWB),CA44989Q1054,EUR,Germany
INN1.F,"ING GROEP NV      EO -,01",Frankfurt (FWB),NL0011821202,EUR,Germany
INNA.F,"ING GP NV SP.ADR/1 EO-,24",Frankfurt (FWB),US4568371037,EUR,Germany
INO0.F,INSEEGO CORP. NEW O.N.,Frankfurt (FWB),US45782B3024,EUR,Germany
INP.F,INTL PAPER           DL 1,Frankfurt (FWB),US4601461035,EUR,Germany
INR.F,INTERN.CONS.AIRL.GR.,Frankfurt (FWB),ES0177542018,EUR,Germany
INRA.F,INTERN.CONS.AIRL.GR. ADR,Frankfurt (FWB),US4593481082,EUR,Germany
INS.F,INSTONE REAL EST.GRP O.N.,Frankfurt (FWB),DE000A2NBX80,EUR,Germany
INTA.F,"INTRACOM HLDG.NAM.EO 0,69",Frankfurt (FWB),GRS087003000,EUR,Germany
INU0.F,"TONGGUAN GOLD GRP  HD 0,1",Frankfurt (FWB),BMG8919D1074,EUR,Germany
INVN.F,"IDENTIV INC.      DL-,001",Frankfurt (FWB),US45170X2053,EUR,Germany
INX.F,"IMCD N.V.         EO -,16",Frankfurt (FWB),NL0010801007,EUR,Germany
IO20.F,SEL.COP.MIN.INC. O.N.,Frankfurt (FWB),CA81640B1013,EUR,Germany
IO6.F,GAMESQUARE HLDGS NEW O.N.,Frankfurt (FWB),US36468G2021,EUR,Germany
IOB.F,ION BEAM APPLICATIONS SA,Frankfurt (FWB),BE0003766806,EUR,Germany
IOC.F,ITOCHU CORP.,Frankfurt (FWB),JP3143600009,EUR,Germany
IOC0.F,ITOCHU CORP. ADR/1,Frankfurt (FWB),US4657171066,EUR,Germany
IOE.F,INNOVATIVE AEROSYSTEMS,Frankfurt (FWB),US45769N1054,EUR,Germany
IOOA.F,"IP GROUP PLC      LS -,02",Frankfurt (FWB),GB00B128J450,EUR,Germany
IOS.F,IONOS GROUP SE NA O.N.,Frankfurt (FWB),DE000A3E00M1,EUR,Germany
IOTA.F,A-SMART HOLDINGS LTD.,Frankfurt (FWB),SG1CF3000008,EUR,Germany
IOY.F,INFOSYS LTD. ADR/1 IR5,Frankfurt (FWB),US4567881085,EUR,Germany
IP40.F,INNOCAN PHARMA CORP.,Frankfurt (FWB),CA45783P5085,EUR,Germany
IPC.F,PINE CLIFF ENERGY,Frankfurt (FWB),CA7225241057,EUR,Germany
IPEN.F,IPC CORP. -LOC.-,Frankfurt (FWB),SG1BB8000004,EUR,Germany
IPF.F,"IPG PHOTONICS    DL-,0001",Frankfurt (FWB),US44980X1090,EUR,Germany
IPH1.F,"IMPALA PLAT.ADR/1 RC-,025",Frankfurt (FWB),US4525533083,EUR,Germany
IPHB.F,IMPALA PLATINUM O.N.,Frankfurt (FWB),ZAE000083648,EUR,Germany
IPJ1.F,WEBUILD S.P.A.,Frankfurt (FWB),IT0003865570,EUR,Germany
IPOK.F,SQD.AI STRATEGIES AG O.N.,Frankfurt (FWB),DE000A254294,EUR,Germany
IPT.F,INTL PET. CORP.,Frankfurt (FWB),CA46016U1084,EUR,Germany
IPZ.F,"IPSOS S.A. INH.   EO -,25",Frankfurt (FWB),FR0000073298,EUR,Germany
IPZ0.F,IPSOS UNSP.ADR 1/4,Frankfurt (FWB),US4626312015,EUR,Germany
IQ3.F,GMO INTERNET GROUP INC.,Frankfurt (FWB),JP3152750000,EUR,Germany
IQ70.F,1CM INC.,Frankfurt (FWB),CA68237A1093,EUR,Germany
IQ8.F,"IQIYI INC. ADR  DL-,00001",Frankfurt (FWB),US46267X1081,EUR,Germany
IQL.F,"IQ INTL AG IL      SF-,01",Frankfurt (FWB),CH0451424300,EUR,Germany
IQL1.F,IQ INTERNATIONAL IL,Frankfurt (FWB),CH0563815429,EUR,Germany
IQR.F,DART MINING N.L.,Frankfurt (FWB),AU000000DTM2,EUR,Germany
IQX0.F,IQE PLC UNSP.ADR/25,Frankfurt (FWB),US44986P1003,EUR,Germany
IR0.F,REWAY GROUP S.P.A.,Frankfurt (FWB),IT0005528069,EUR,Germany
IR5B.F,IRISH CONTINENTAL GRP UTS,Frankfurt (FWB),IE00BLP58571,EUR,Germany
IR9.F,"IMPRESA SGPS SA EO 0,5",Frankfurt (FWB),PTIPR0AM0000,EUR,Germany
IRES.F,IRISH RES.PPTYS REIT,Frankfurt (FWB),IE00BJ34P519,EUR,Germany
IRG.F,"AIRTIF.INTEL.STR. EO-,09",Frankfurt (FWB),ES0152768612,EUR,Germany
IRI.F,"ITERA ASA         NK 0,30",Frankfurt (FWB),NO0010001118,EUR,Germany
IRN.F,TYRANNA RES LTD,Frankfurt (FWB),AU000000TYX5,EUR,Germany
IRV.F,INTEGRA RES CORP.,Frankfurt (FWB),CA45826T5098,EUR,Germany
IRY.F,IRSA -INV Y REPR.  SP.ADR,Frankfurt (FWB),US4500473032,EUR,Germany
IS5.F,INTERNATIONAL SEAWAYS INC,Frankfurt (FWB),MHY410531021,EUR,Germany
IS6.F,IPD GROUP LTD,Frankfurt (FWB),AU0000189318,EUR,Germany
IS7.F,INTICA SYSTEMS INH O.N.,Frankfurt (FWB),DE0005874846,EUR,Germany
ISC1.F,ARCELORMITTAL STH AFRICA,Frankfurt (FWB),ZAE000134961,EUR,Germany
ISHA.F,INTERSHOP COMM.  INH O.N.,Frankfurt (FWB),DE000A254211,EUR,Germany
ISI.F,IONIS PHARMACEUT.  DL-001,Frankfurt (FWB),US4622221004,EUR,Germany
ISM.F,INDOFOOD           RP 100,Frankfurt (FWB),ID1000057003,EUR,Germany
ISM0.F,INDOFOOD UNS.ADR/50 RP100,Frankfurt (FWB),US45577X1054,EUR,Germany
ISU.F,ISUZU MOTORS LTD,Frankfurt (FWB),JP3137200006,EUR,Germany
ISUA.F,ISUZU MOTORS LTD ADR,Frankfurt (FWB),US4652542097,EUR,Germany
ISW.F,DENTSU SOKEN INC.,Frankfurt (FWB),JP3551530003,EUR,Germany
ISZ.F,INTERSHOP HLDG NAM. SF 2,Frankfurt (FWB),CH1338987303,EUR,Germany
IT1.F,"INTERTEK GROUP     LS-,01",Frankfurt (FWB),GB0031638363,EUR,Germany
IT10.F,"INTERTEK GP ADR 1/LS-,01",Frankfurt (FWB),US4611301064,EUR,Germany
IT20.F,"ACLARION NEW  DL-,00001",Frankfurt (FWB),US6551874091,EUR,Germany
IT3.F,"CUSTODIAN PROP.INC.LS-,01",Frankfurt (FWB),GB00BJFLFT45,EUR,Germany
IT6.F,ITRON INC.,Frankfurt (FWB),US4657411066,EUR,Germany
ITB.F,IMPERIAL BRANDS PLC LS-10,Frankfurt (FWB),GB0004544929,EUR,Germany
ITBA.F,IMPERIAL BRANDS PLC ADR/1,Frankfurt (FWB),US45262P1021,EUR,Germany
ITH0.F,NEKTAR THERAP.   NEW O.N.,Frankfurt (FWB),US6402683063,EUR,Germany
ITKA.F,ANHEUSER-BUSCH INBEV ADR,Frankfurt (FWB),US03524A1088,EUR,Germany
ITM1.F,ITALMOBILIARE,Frankfurt (FWB),IT0005253205,EUR,Germany
ITN.F,INTERTAINMENT AG INH O.N.,Frankfurt (FWB),DE0006223605,EUR,Germany
ITP.F,INDOC.TUNG.P.      RP 500,Frankfurt (FWB),ID1000061302,EUR,Germany
ITU.F,"INTUIT INC.        DL-,01",Frankfurt (FWB),US4612021034,EUR,Germany
ITU0.F,INTUIT INC.CDR REG.S,Frankfurt (FWB),CA46124R1047,EUR,Germany
IU2.F,"YARA INTERNATIONAL NK1,70",Frankfurt (FWB),NO0010208051,EUR,Germany
IU20.F,"YARA INTL ASA ADR NK1,70",Frankfurt (FWB),US9848512045,EUR,Germany
IU3.F,MATADOR TECH.INC. O.N.,Frankfurt (FWB),CA5764871029,EUR,Germany
IUB.F,IMPACT MINERALS LTD,Frankfurt (FWB),AU000000IPT4,EUR,Germany
IUE.F,"TRUWORTHS INTL  RC-,00015",Frankfurt (FWB),ZAE000028296,EUR,Germany
IUF.F,"JUDGES SCIENTIFIC LS -,05",Frankfurt (FWB),GB0032398678,EUR,Germany
IUI.F,INTUITIVE SURGICAL CDR,Frankfurt (FWB),CA46125T1093,EUR,Germany
IUI1.F,"INTUITIVE SURGIC. DL-,001",Frankfurt (FWB),US46120E6023,EUR,Germany
IUL.F,"IMMUCELL CORP.     DL-,10",Frankfurt (FWB),US4525253062,EUR,Germany
IUQ.F,DENISON MINES CORP.,Frankfurt (FWB),CA2483561072,EUR,Germany
IUR.F,KAP AG  INH O.N.,Frankfurt (FWB),DE0006208408,EUR,Germany
IV1.F,SOUTHSTATE BANK CORP.O.N.,Frankfurt (FWB),US84472E1029,EUR,Germany
IV3.F,PIU MEDICAL S.P.A.  O.N.,Frankfurt (FWB),IT0005676140,EUR,Germany
IV61.F,KINNEVIK B    O.N.,Frankfurt (FWB),SE0022060521,EUR,Germany
IV62.F,KINNEVIK A,Frankfurt (FWB),SE0022060513,EUR,Germany
IV9.F,"TRAINERS HOUSE OYJ EO 1,-",Frankfurt (FWB),FI4000519202,EUR,Germany
IVH.F,CARLTON PRECIOUS O.N.,Frankfurt (FWB),CA14306B1076,EUR,Germany
IVKA.F,"INVESTEC PLC     LS-,0002",Frankfurt (FWB),GB00B17BBQ50,EUR,Germany
IVP1.F,GROWTHPOINT PROP. AUSTR.,Frankfurt (FWB),AU000000GOZ8,EUR,Germany
IVS.F,INVESTOR A (FRIA)  O.N.,Frankfurt (FWB),SE0015811955,EUR,Germany
IVSD.F,INVESTOR B (FRIA)  O.N.,Frankfurt (FWB),SE0015811963,EUR,Germany
IVU.F,IVU TRAFFIC TECHN.AG O.N.,Frankfurt (FWB),DE0007448508,EUR,Germany
IVV1.F,POWER METALLIC MINES O.N.,Frankfurt (FWB),CA73929R1055,EUR,Germany
IW2.F,PERION NETWORK LTD.,Frankfurt (FWB),IL0010958192,EUR,Germany
IW3.F,ITWAY SPA,Frankfurt (FWB),IT0003057624,EUR,Germany
IW8.F,COPPER ONE RESOURCES CORP,Frankfurt (FWB),CA21751T1030,EUR,Germany
IWA.F,IWATANI CORP.,Frankfurt (FWB),JP3151600008,EUR,Germany
IWG.F,"IWG PLC         DL -,0124",Frankfurt (FWB),JE00BYVQYS01,EUR,Germany
IWIA.F,SHARC INTL SYS INC.,Frankfurt (FWB),CA81948A1021,EUR,Germany
IWJ.F,IHI CORP.,Frankfurt (FWB),JP3134800006,EUR,Germany
IWY.F,SIFY TECHNO.LTD.ADR IR 10,Frankfurt (FWB),US82655M2061,EUR,Germany
IX1.F,"IDEXX LABS INC.    DL-,10",Frankfurt (FWB),US45168D1046,EUR,Germany
IXD.F,INDITEX (CDH RS)CDR EO-03,Frankfurt (FWB),CA45579F1027,EUR,Germany
IXD1.F,"INDITEX INH.      EO 0,03",Frankfurt (FWB),ES0148396007,EUR,Germany
IXD2.F,IND.D.D.TEXT.UNSP.ADR 1/4,Frankfurt (FWB),US4557931098,EUR,Germany
IXX.F,INIT INNOVATION O.N.,Frankfurt (FWB),DE0005759807,EUR,Germany
IY0.F,ECOMEMBRANE S.P.A.,Frankfurt (FWB),IT0005543332,EUR,Germany
IY3A.F,"ILYDA S.A.     NA EO -,45",Frankfurt (FWB),GRS475003018,EUR,Germany
IY4.F,IMERYS SA INH.       EO 2,Frankfurt (FWB),FR0000120859,EUR,Germany
IY5.F,ISTYLE INC.,Frankfurt (FWB),JP3102320003,EUR,Germany
IYAA.F,IVANHOE MINES A,Frankfurt (FWB),CA46579R1047,EUR,Germany
IYP.F,"INVESTIS HOLDING   SF-,10",Frankfurt (FWB),CH0325094297,EUR,Germany
IYYA.F,"INVESTEC LTD     RC-,0002",Frankfurt (FWB),ZAE000081949,EUR,Germany
IZ1.F,FIRST QUANTUM MINLS,Frankfurt (FWB),CA3359341052,EUR,Germany
IZ6.F,"AVI LTD            RC-,05",Frankfurt (FWB),ZAE000049433,EUR,Germany
IZ60.F,AVI LTD  (UNSP.ADR)/5,Frankfurt (FWB),US05365W1071,EUR,Germany
IZ7.F,CORLINE BIOMEDICAL AB,Frankfurt (FWB),SE0006887451,EUR,Germany
IZB.F,UTD. OVERS. INSUR.   SD 1,Frankfurt (FWB),SG1M91002014,EUR,Germany
IZGH.F,"ECR MINERALS PLC LS,00001",Frankfurt (FWB),GB00BYYDKX57,EUR,Germany
IZH.F,"M + C SAATCHI PLC  LS-,01",Frankfurt (FWB),GB00B01F7T14,EUR,Germany
IZZ.F,TAL EDUCATION GR.ADR A1/3,Frankfurt (FWB),US8740801043,EUR,Germany
J03.F,SPARTAN METALS CORP.,Frankfurt (FWB),CA8468111072,EUR,Germany
J06.F,AEGON LTD. NY SHARES 1,Frankfurt (FWB),US0076CA1045,EUR,Germany
J060.F,AEGON LTD.,Frankfurt (FWB),BMG0112X1056,EUR,Germany
J0A.F,GENS AUREA S.P.A.    O.N.,Frankfurt (FWB),IT0005713232,EUR,Germany
